customer_id,customer_name,customer_country,customer_state,customer_segment
7892,Michael Hayes,USA,TX,Consumer
8042,Mary Smith,USA,NJ,Corporate
11072,Nathan Anthony,USA,IL,Home Office
6800,Christine Ford,USA,CA,Corporate
8124,Peter Smith,USA,AZ,Consumer
9059,Michael Mills,Puerto Rico,PR,Home Office
8451,Janice Novak,USA,TX,Corporate
10960,Danielle Browning,USA,CA,Corporate
6662,Mary Rocha,USA,NY,Consumer
8116,Melissa Smith,USA,TX,Consumer
9925,Mary Miller,USA,WA,Consumer
7129,Mary Wyatt,Puerto Rico,PR,Corporate
6660,Christine Smith,USA,CA,Home Office
8063,Mary Newman,USA,NY,Consumer
3304,Amanda Gibson,USA,IL,Consumer
2948,Mary Brown,USA,CA,Consumer
1970,Mary Smith,Puerto Rico,PR,Corporate
11020,Laura Smith,USA,WA,Consumer
11311,Julie White,USA,IL,Home Office
4106,Angela Fisher,USA,CA,Consumer
1588,Mary Smith,Puerto Rico,PR,Corporate
1976,Jacqueline Salazar,Puerto Rico,PR,Corporate
7352,Debra Smith,USA,CA,Consumer
2263,Mary Smith,USA,MD,Consumer
7315,Mary Smith,USA,IL,Home Office
11444,Kathleen Patrick,USA,CA,Corporate
12293,Mary Smith,USA,NV,Consumer
6922,Mary Smith,USA,KY,Consumer
1602,Stephen Huang,USA,CA,Home Office
11415,George Smith,USA,CA,Corporate
6311,Mary Lloyd,USA,TN,Home Office
7974,Mary Shaw,USA,MD,Consumer
4388,Richard Moore,USA,MI,Consumer
3889,Mary Smith,Puerto Rico,PR,Consumer
5612,Mary Huang,Puerto Rico,PR,Corporate
4863,Elizabeth Smith,Puerto Rico,PR,Corporate
11565,Rose Pena,USA,TX,Consumer
11880,Mary Smith,USA,HI,Consumer
5603,David Smith,USA,NC,Corporate
5763,Mary Smith,USA,CA,Home Office
1603,Mary Smith,USA,TX,Consumer
10436,Eric King,USA,NY,Consumer
3756,Mary Watson,Puerto Rico,PR,Corporate
2575,Mary Carroll,USA,CA,Consumer
10269,Mary Flowers,Puerto Rico,PR,Consumer
277,Roger Hunt,Puerto Rico,PR,Corporate
3979,Mary Wagner,Puerto Rico,PR,Corporate
11390,Mary Williams,Puerto Rico,PR,Corporate
2102,Mary Parks,USA,CA,Corporate
3833,Robert Smith,USA,CO,Consumer
1894,Michael Flores,USA,CA,Home Office
4809,Elizabeth Gonzales,Puerto Rico,PR,Corporate
531,Paul Burns,Puerto Rico,PR,Corporate
12237,Mary Holmes,USA,FL,Consumer
4847,Michael Smith,Puerto Rico,PR,Home Office
8536,Anthony Smith,USA,NJ,Consumer
6586,Mary Bell,Puerto Rico,PR,Consumer
10620,Mary Smith,Puerto Rico,PR,Corporate
9295,Jane Smith,USA,TX,Consumer
7982,Ronald Hall,USA,IL,Corporate
4619,Mary Nelson,USA,TX,Consumer
2188,James Patel,USA,CA,Corporate
6525,Mary Taylor,USA,CA,Consumer
9452,Patricia Brown,USA,NY,Home Office
6568,Mary Wilson,USA,IL,Consumer
8486,Joseph Cain,USA,CA,Consumer
8082,Pamela Smith,Puerto Rico,PR,Consumer
10511,Katherine Smith,Puerto Rico,PR,Corporate
3913,Dennis Smith,Puerto Rico,PR,Consumer
11284,Sarah Sherman,Puerto Rico,PR,Consumer
8384,Robert Hall,USA,FL,Consumer
5154,Teresa Willis,USA,CO,Consumer
10897,Mary Reed,USA,CA,Consumer
8048,Debra Bryant,Puerto Rico,PR,Consumer
6878,Betty Smith,Puerto Rico,PR,Corporate
3377,Ralph Smith,USA,SC,Consumer
2969,Mary Fernandez,USA,IL,Consumer
7751,Mary Smith,USA,CA,Consumer
3926,Ann Allison,USA,CA,Home Office
8705,Patricia Smith,USA,CA,Consumer
8898,Mary Smith,USA,CA,Home Office
10965,Robert Smith,Puerto Rico,PR,Home Office
4531,Gary Shaffer,USA,TX,Consumer
986,Catherine Hawkins,Puerto Rico,PR,Home Office
1496,Frank Davis,USA,NJ,Consumer
12328,Mary Jackson,USA,AZ,Consumer
7491,Sharon Dominguez,Puerto Rico,PR,Consumer
8939,Mary Smith,USA,NY,Corporate
8800,John Smith,Puerto Rico,PR,Consumer
543,Alice Lucero,USA,NC,Home Office
7420,Sharon Moore,Puerto Rico,PR,Consumer
12307,Mary Glover,Puerto Rico,PR,Consumer
8125,Philip Robbins,Puerto Rico,PR,Corporate
5331,Victoria Hines,USA,CA,Consumer
10220,Gerald Mason,Puerto Rico,PR,Consumer
1355,Samuel Johnson,Puerto Rico,PR,Consumer
10333,Mary Dennis,Puerto Rico,PR,Consumer
313,Mary Stark,Puerto Rico,PR,Consumer
2501,Sharon Caldwell,Puerto Rico,PR,Consumer
9822,Peter Goodman,Puerto Rico,PR,Consumer
8187,Mary Fox,Puerto Rico,PR,Home Office
5131,Steven Barr,USA,CA,Home Office
7245,Mary Peters,Puerto Rico,PR,Home Office
12092,Mary Krueger,Puerto Rico,PR,Consumer
10778,Mary Mercado,USA,OH,Consumer
2970,Kenneth Smith,USA,TX,Consumer
11570,Mary Kim,USA,MI,Home Office
10044,Brenda Hall,Puerto Rico,PR,Consumer
10074,Diana Chen,Puerto Rico,PR,Corporate
11673,Donald Smith,USA,MI,Consumer
7462,Carol Bass,USA,AZ,Consumer
4372,Mary Smith,Puerto Rico,PR,Consumer
4479,Billy Mooney,Puerto Rico,PR,Corporate
2740,Robert Williams,Puerto Rico,PR,Corporate
5173,Mary Smith,USA,CA,Home Office
988,Mary Brady,USA,MA,Consumer
4203,Eric Nolan,USA,OR,Consumer
4395,Sandra Gomez,Puerto Rico,PR,Consumer
6607,Joan Cole,Puerto Rico,PR,Home Office
2512,Mary Horne,Puerto Rico,PR,Consumer
10509,Mary Smith,USA,OH,Consumer
5695,Jeffrey Smith,Puerto Rico,PR,Corporate
7835,Michael Gallegos,Puerto Rico,PR,Consumer
2281,Michael Estes,Puerto Rico,PR,Home Office
11475,Mary Garner,USA,TX,Home Office
1837,Mary Vega,Puerto Rico,PR,Home Office
1614,Christine Haley,USA,CA,Corporate
10109,Mary Dodson,Puerto Rico,PR,Consumer
880,Mary Guzman,USA,GA,Consumer
1679,Maria Smith,Puerto Rico,PR,Consumer
9471,Mary Adams,Puerto Rico,PR,Consumer
6695,Lori Washington,USA,NY,Corporate
12246,Anthony Golden,USA,FL,Consumer
11569,Mary Smith,Puerto Rico,PR,Corporate
3547,Rebecca Waller,USA,CA,Consumer
5493,Mary Cochran,USA,NJ,Home Office
52,Mary Lawson,USA,IL,Corporate
9517,Angela Vargas,Puerto Rico,PR,Consumer
6659,John Frederick,Puerto Rico,PR,Corporate
2858,Julie Carter,Puerto Rico,PR,Corporate
4025,Janet Schmidt,USA,CA,Corporate
7262,Laura Lee,USA,NY,Consumer
3458,Henry Smith,Puerto Rico,PR,Corporate
7050,Mary Holloway,USA,CA,Consumer
2634,Mary Smith,Puerto Rico,PR,Corporate
11081,William Smith,Puerto Rico,PR,Corporate
10784,Raymond Reed,USA,OH,Corporate
7013,Amber Smith,USA,TX,Consumer
7670,Anna Smith,USA,TX,Corporate
5656,Marilyn Smith,Puerto Rico,PR,Consumer
6028,Elizabeth Fritz,Puerto Rico,PR,Corporate
4916,Larry Smith,Puerto Rico,PR,Consumer
1852,Thomas Crawford,USA,NY,Consumer
1103,Mary Smith,USA,OH,Corporate
3314,Charles Smith,Puerto Rico,PR,Consumer
3867,Mary Frazier,Puerto Rico,PR,Consumer
11313,Mary Smith,Puerto Rico,PR,Consumer
2250,Amanda Smith,USA,NY,Corporate
1969,Ethan Alexander,USA,WI,Corporate
944,Stephanie Smith,USA,MI,Corporate
10248,Charles Davis,USA,NY,Consumer
8390,Mary Ritter,USA,FL,Consumer
3519,Nicholas Ruiz,USA,TX,Consumer
10954,Mary White,USA,NV,Consumer
2131,Evelyn Green,USA,VA,Consumer
3804,Andrew Le,USA,MD,Consumer
4276,Jacqueline Page,USA,CA,Consumer
6045,Mary Christensen,USA,CA,Consumer
14504,Winter Dejesus,USA,GA,Consumer
13002,Illana Holden,USA,OH,Consumer
13001,Hannah Vaughn,USA,CA,Consumer
12998,Zelda David,USA,CA,Consumer
13339,Cherokee Michael,USA,CA,Consumer
13374,Jolene Holland,USA,WI,Consumer
14192,Beverly Larson,USA,TX,Consumer
13384,Charity Benson,USA,MA,Consumer
229,Mary Garrett,USA,FL,Consumer
10830,Mary Espinoza,USA,CA,Consumer
10720,Judith Gibbs,USA,CA,Consumer
8393,Mary Smith,USA,VA,Consumer
14041,Ursa Solis,USA,AZ,Consumer
6664,Mary Hall,USA,OR,Consumer
5640,Matthew Smith,USA,MD,Consumer
13733,Kylynn Patrick,USA,CA,Consumer
7441,Linda Smith,USA,IL,Consumer
4588,Melissa Rosario,USA,FL,Consumer
11621,Kyle Johns,USA,CA,Consumer
3454,Christopher Bradshaw,USA,NY,Consumer
13601,Camilla Melton,USA,TX,Consumer
2015,Mary Smith,USA,TX,Consumer
11645,Mary Ward,USA,SC,Consumer
8247,Mary Smith,USA,PA,Consumer
2120,Jeremy Smith,USA,NY,Consumer
10987,Stephen Campbell,USA,CA,Consumer
3297,Bryan Lewis,USA,CA,Consumer
3580,Jessica Larson,USA,IL,Consumer
13576,Iris Holcomb,USA,CA,Consumer
3923,Mary King,USA,NM,Consumer
7376,Mary Smith,USA,IL,Consumer
7551,Robert Richardson,USA,TX,Consumer
13935,Sylvia Jackson,USA,FL,Consumer
3403,Evelyn Smith,USA,PA,Consumer
7204,Kathleen Turner,USA,CA,Consumer
10722,Donna Newton,USA,CA,Consumer
4997,Roy Todd,USA,FL,Consumer
1768,Arthur Smith,USA,NV,Consumer
5445,Alexander Pugh,USA,OH,Consumer
9193,Marie Smith,USA,CA,Consumer
10092,Mary Smith,USA,PA,Consumer
1034,Mary Smith,USA,CA,Consumer
6834,Mary Smith,USA,CA,Consumer
440,Mary Skinner,USA,NY,Consumer
4559,Margaret Mcdaniel,USA,AZ,Consumer
3238,Benjamin Hoffman,USA,NY,Consumer
11583,Mary Smith,USA,VA,Consumer
2255,Cheryl Kline,USA,PA,Consumer
4995,Mary Smith,USA,GA,Consumer
10145,Mary Lester,USA,IL,Consumer
12648,Maryam Gregory,USA,NY,Consumer
12697,Bell Ross,USA,CA,Consumer
14986,Ila Salas,USA,IL,Consumer
15019,Chanda Cabrera,USA,IL,Consumer
9403,Mary Peters,USA,CA,Consumer
1176,Julia Smith,USA,CA,Consumer
12419,Jane Smith,USA,PA,Consumer
5503,Tiffany Smith,USA,CA,Consumer
11559,Mary Smith,USA,CA,Consumer
2779,Andrea Randall,USA,OH,Consumer
11358,Shirley Harvey,USA,UT,Consumer
11239,Debra Smith,USA,IN,Consumer
7805,Joe Powers,USA,NC,Consumer
12417,Mary Smith,USA,NY,Consumer
3911,Margaret Melton,USA,TX,Consumer
3840,Mary York,USA,CA,Consumer
8437,Rachel Sweeney,USA,GA,Consumer
1771,Carol Smith,USA,NJ,Consumer
5116,Doris Smith,USA,MA,Consumer
5369,Mary Short,USA,TX,Consumer
4137,Roy Hobbs,USA,AZ,Consumer
8298,Theresa Russell,USA,AZ,Consumer
8427,Cynthia Velez,USA,IL,Consumer
7828,Mary Baldwin,USA,IL,Consumer
3239,Mary Smith,USA,KS,Consumer
6362,Ethan Smith,USA,TX,Consumer
500,Nicholas Smith,USA,IN,Consumer
7090,Mary Smith,USA,CA,Consumer
7700,Mary Smith,USA,GA,Consumer
9705,Patricia Smith,USA,DC,Consumer
2177,Mary Smith,USA,CA,Consumer
4763,Mary Byrd,USA,WV,Consumer
231,Mary Conner,USA,MI,Consumer
7501,Christopher Lawrence,USA,NV,Consumer
5665,Mary Smith,USA,VA,Consumer
6796,Jeremy Smith,USA,NC,Consumer
8708,Jane Stephenson,USA,TX,Consumer
9458,Mary Carlson,USA,NY,Consumer
7173,Mary Glass,USA,OR,Consumer
4706,Mary Neal,USA,MO,Consumer
10229,Madison Smith,USA,MI,Consumer
112,Mary Daniels,USA,OH,Consumer
7642,Mary Briggs,USA,CA,Consumer
523,Christopher Johnson,USA,CA,Consumer
1099,Maria Smith,USA,DC,Consumer
294,Mary Smith,USA,DE,Consumer
6030,Alexander Adams,USA,NY,Consumer
18167,McKenzie Vargas,USA,CA,Consumer
17889,Medge Ross,USA,TX,Consumer
16625,Tara Fulton,USA,CA,Consumer
19084,Kiayada Cooke,USA,TX,Consumer
19165,Jolene Ramirez,USA,GA,Consumer
16540,Sacha Clemons,USA,IL,Consumer
15827,Geraldine Case,USA,CA,Consumer
3704,Mary Smith,USA,AZ,Consumer
5916,Karen Hicks,USA,CA,Consumer
2589,Nathan Taylor,USA,NJ,Consumer
7027,Mary Smith,USA,IL,Consumer
3379,Peter Smith,USA,NJ,Consumer
3539,Richard Smith,USA,DC,Consumer
17717,Emily Stevens,USA,NY,Consumer
20495,Cora Wood,USA,AZ,Consumer
18512,Rhiannon Miller,USA,VA,Consumer
2774,Sandra Smith,USA,IL,Consumer
9314,Olivia Smith,USA,CA,Consumer
9159,Christopher Smith,USA,CA,Consumer
3344,Mary Park,USA,VA,Consumer
17316,Lilah Dean,USA,MD,Consumer
9571,Lori Smith,USA,MD,Consumer
17439,Bo Burgess,USA,IL,Consumer
12197,Daniel Williams,USA,RI,Consumer
15917,Deanna Gilliam,USA,MI,Consumer
10918,James Smith,USA,PA,Consumer
18411,Lesley Montoya,USA,OR,Consumer
4650,Mary Smith,USA,PA,Consumer
8215,David Richardson,USA,TX,Consumer
671,Anthony Reyes,USA,AZ,Consumer
11519,Karen Smith,USA,MI,Consumer
15353,Brenda Byers,USA,CA,Consumer
15582,Patricia Roach,USA,FL,Consumer
4234,Dorothy Spencer,USA,GA,Consumer
7436,Megan Taylor,USA,CA,Consumer
674,Jose Reynolds,USA,PA,Consumer
683,Mary Delgado,USA,TX,Consumer
7954,Danielle Smith,USA,PA,Consumer
4256,Mary Tate,USA,NY,Consumer
4832,Raymond Navarro,USA,CA,Consumer
4514,Carl Nicholson,USA,CA,Consumer
6364,Megan Hudson,USA,CA,Consumer
12187,Mary Smith,USA,NC,Consumer
8273,Theresa Lopez,USA,LA,Consumer
17572,Genevieve Buchanan,USA,TN,Consumer
19955,Ina Bradley,USA,NV,Consumer
17155,Darryl Lowe,USA,OR,Consumer
18982,Mia Aguirre,USA,AZ,Consumer
17077,Candice Mcleod,USA,CA,Consumer
19030,Anika Jennings,USA,TN,Consumer
20360,Charity Stout,USA,TX,Consumer
17181,Regan Aguirre,USA,GA,Consumer
5993,Austin Clayton,USA,CA,Consumer
1255,Richard Goodman,USA,NY,Consumer
10763,Angela Smith,USA,FL,Consumer
515,Helen Poole,USA,GA,Consumer
1517,James Brown,USA,PA,Consumer
11767,Joshua Huynh,USA,CT,Consumer
2596,Mary Stewart,USA,AZ,Consumer
6098,Mary Meadows,USA,MI,Consumer
3717,Mary Smith,USA,OH,Consumer
1368,Donna Wilson,USA,FL,Consumer
7692,Lawrence Smith,USA,FL,Consumer
4892,Mary Nichols,USA,MI,Consumer
4394,Christopher Smith,USA,UT,Consumer
7549,Timothy Ellison,USA,AZ,Consumer
438,Diane Smith,USA,CA,Consumer
7812,Madison Smith,USA,NC,Consumer
10765,Mary Byrd,USA,CT,Consumer
145,Joan Walters,USA,OH,Consumer
1352,William Strickland,USA,MA,Consumer
10179,Samantha Cruz,USA,NJ,Consumer
481,Ann Jackson,USA,CA,Consumer
9580,Mary Robbins,USA,NV,Consumer
9336,Janice Guzman,USA,CA,Consumer
9740,Mary Smith,USA,CA,Consumer
10432,Mary White,USA,CT,Consumer
11186,Betty Le,USA,CA,Consumer
7673,Matthew Delgado,USA,IL,Consumer
11024,Philip Hall,USA,CA,Consumer
12321,Helen Christensen,USA,MD,Consumer
1573,Aaron Norman,USA,AZ,Consumer
2303,Brittany Smith,USA,IL,Consumer
7246,Peter Alvarado,USA,NC,Consumer
9165,Judith Campos,USA,CA,Consumer
6249,Mary Andrade,USA,CT,Consumer
7777,Evelyn Rogers,USA,CA,Consumer
666,Amanda Simpson,USA,FL,Consumer
2081,Mary Williams,USA,NM,Consumer
18393,Avye Cunningham,Puerto Rico,PR,Home Office
9436,Mary Torres,Puerto Rico,PR,Home Office
17944,Emi Gilbert,Puerto Rico,PR,Home Office
20519,Whilemina Michael,Puerto Rico,PR,Home Office
6350,Mary Wilson,Puerto Rico,PR,Home Office
4989,Mary Smith,Puerto Rico,PR,Home Office
4766,Thomas Smith,Puerto Rico,PR,Home Office
5654,Jerry Smith,Puerto Rico,PR,Home Office
4028,Rose Smith,Puerto Rico,PR,Home Office
15368,Lisandra Farmer,Puerto Rico,PR,Home Office
15436,Kelsey Hunter,Puerto Rico,PR,Home Office
662,Michelle Moss,Puerto Rico,PR,Home Office
2261,Mary Smith,Puerto Rico,PR,Home Office
4488,Frances Smith,Puerto Rico,PR,Home Office
738,Mary Wood,Puerto Rico,PR,Home Office
9544,Hannah Long,Puerto Rico,PR,Home Office
2801,Mary Jackson,Puerto Rico,PR,Home Office
10986,Mary Smith,Puerto Rico,PR,Home Office
10733,Mary Smith,Puerto Rico,PR,Home Office
268,Mary Miller,Puerto Rico,PR,Home Office
5762,Crystal Foster,Puerto Rico,PR,Home Office
8179,Julia Terry,Puerto Rico,PR,Home Office
10655,Larry Bass,Puerto Rico,PR,Home Office
5063,Frank Smith,Puerto Rico,PR,Home Office
9079,Mildred Ferguson,Puerto Rico,PR,Home Office
8137,Janet Simmons,Puerto Rico,PR,Home Office
601,Patricia Smith,Puerto Rico,PR,Home Office
17610,Guinevere Floyd,Puerto Rico,PR,Home Office
17616,Ivana Nichols,Puerto Rico,PR,Home Office
17614,Velma Johnston,Puerto Rico,PR,Home Office
20207,Chastity Lynn,Puerto Rico,PR,Home Office
18966,Rhea Randolph,Puerto Rico,PR,Home Office
16134,Heidi Holder,Puerto Rico,PR,Home Office
16097,Demetria Boone,Puerto Rico,PR,Home Office
15249,Aileen Holder,Puerto Rico,PR,Home Office
17836,Xerxes Joyner,Puerto Rico,PR,Home Office
16203,Xaviera Pratt,Puerto Rico,PR,Home Office
19033,Remedios Hess,Puerto Rico,PR,Home Office
18623,Fatima Rodriguez,Puerto Rico,PR,Home Office
19855,Isabella Sears,Puerto Rico,PR,Home Office
15221,Cassady Wilson,Puerto Rico,PR,Home Office
16141,Renee Thompson,Puerto Rico,PR,Home Office
20088,Ria Hickman,Puerto Rico,PR,Home Office
18919,Dora Owens,Puerto Rico,PR,Home Office
16285,Cassandra Wyatt,Puerto Rico,PR,Home Office
20212,Rosalyn Cline,Puerto Rico,PR,Home Office
19977,Lael Green,Puerto Rico,PR,Home Office
16354,Echo Prince,Puerto Rico,PR,Home Office
18598,Kyra Knowles,Puerto Rico,PR,Home Office
16281,Gloria Hester,Puerto Rico,PR,Home Office
19922,May Tran,Puerto Rico,PR,Home Office
17194,Margaret Reese,Puerto Rico,PR,Home Office
4431,Mary Johnson,Puerto Rico,PR,Home Office
5578,Sarah Becker,Puerto Rico,PR,Home Office
4374,Mary Smith,Puerto Rico,PR,Home Office
780,Heather Brennan,Puerto Rico,PR,Home Office
9418,Debra Snow,Puerto Rico,PR,Home Office
10809,Brandon Haney,Puerto Rico,PR,Home Office
10147,Mary Kelley,Puerto Rico,PR,Home Office
6533,Patrick Morse,Puerto Rico,PR,Home Office
1051,Mary Rich,Puerto Rico,PR,Home Office
8112,Mary Smith,Puerto Rico,PR,Home Office
4983,Hannah Snyder,Puerto Rico,PR,Home Office
8514,Mary Lynch,Puerto Rico,PR,Home Office
8605,Johnny Morse,Puerto Rico,PR,Home Office
1247,Robert Montgomery,Puerto Rico,PR,Home Office
5795,Mary Smith,Puerto Rico,PR,Home Office
8015,Mary Blackburn,Puerto Rico,PR,Home Office
1883,Mary Smith,Puerto Rico,PR,Home Office
4905,Mary Hunter,Puerto Rico,PR,Home Office
452,Carl Smith,Puerto Rico,PR,Home Office
2903,Mary Smith,Puerto Rico,PR,Home Office
6055,Carol Smith,Puerto Rico,PR,Home Office
5308,Mary Smith,Puerto Rico,PR,Home Office
4576,Deborah Smith,Puerto Rico,PR,Home Office
66,Mary Booth,Puerto Rico,PR,Home Office
9055,Karen Ross,Puerto Rico,PR,Home Office
6390,Joe Daniel,Puerto Rico,PR,Home Office
3358,Anthony Wright,Puerto Rico,PR,Home Office
2260,Laura Haas,Puerto Rico,PR,Home Office
3305,Sara Smith,Puerto Rico,PR,Home Office
2310,Mary Reeves,Puerto Rico,PR,Home Office
9410,Mary Alvarez,Puerto Rico,PR,Home Office
10868,Helen Smith,Puerto Rico,PR,Home Office
9599,Barbara Smith,Puerto Rico,PR,Home Office
3194,Keith Gutierrez,Puerto Rico,PR,Home Office
3140,Charles Smith,Puerto Rico,PR,Home Office
2164,Ethan Smith,Puerto Rico,PR,Home Office
7265,Eric Smith,Puerto Rico,PR,Home Office
1938,Charles Smith,Puerto Rico,PR,Home Office
1934,Christina James,Puerto Rico,PR,Home Office
3412,Pamela Smith,Puerto Rico,PR,Home Office
1604,Brandon Joseph,Puerto Rico,PR,Home Office
6205,Jason Smith,Puerto Rico,PR,Home Office
1724,Joyce Elliott,Puerto Rico,PR,Home Office
1058,Martha Smith,Puerto Rico,PR,Home Office
9670,Mary Crane,Puerto Rico,PR,Home Office
5766,Mary Melton,Puerto Rico,PR,Home Office
10507,Nancy Martin,Puerto Rico,PR,Home Office
11676,Anna Olsen,Puerto Rico,PR,Home Office
1470,Ann Smith,Puerto Rico,PR,Home Office
11745,George Blake,Puerto Rico,PR,Home Office
11261,Robert Smith,Puerto Rico,PR,Home Office
8782,Barbara Smith,Puerto Rico,PR,Home Office
3437,Mary Massey,Puerto Rico,PR,Home Office
5085,Janet Jones,Puerto Rico,PR,Home Office
9038,Mary Lee,Puerto Rico,PR,Home Office
2111,Joan Smith,Puerto Rico,PR,Home Office
11276,Mary Smith,Puerto Rico,PR,Home Office
12079,Donna Smith,Puerto Rico,PR,Home Office
9393,Mary Strong,Puerto Rico,PR,Home Office
4227,Mary Barnes,Puerto Rico,PR,Home Office
7361,James Long,Puerto Rico,PR,Home Office
7716,David Middleton,Puerto Rico,PR,Home Office
7398,Sarah Franklin,Puerto Rico,PR,Home Office
2287,David Reed,Puerto Rico,PR,Home Office
4141,Mary Wood,Puerto Rico,PR,Home Office
6762,Mary Smith,Puerto Rico,PR,Home Office
4523,Madison Smith,Puerto Rico,PR,Home Office
12434,Mary Mills,Puerto Rico,PR,Home Office
3652,Ann Esparza,Puerto Rico,PR,Home Office
10962,David Austin,Puerto Rico,PR,Home Office
2437,Juan Smith,Puerto Rico,PR,Home Office
11962,Diana Smith,Puerto Rico,PR,Home Office
3382,Donald Baker,Puerto Rico,PR,Home Office
1477,Mary Smith,Puerto Rico,PR,Home Office
644,Mary Smith,Puerto Rico,PR,Home Office
12059,Shawn Clark,Puerto Rico,PR,Home Office
11121,Ronald Oliver,Puerto Rico,PR,Home Office
3894,Benjamin Smith,Puerto Rico,PR,Home Office
9444,Mary Carpenter,Puerto Rico,PR,Home Office
5,Robert Hudson,Puerto Rico,PR,Home Office
1677,Virginia Robles,Puerto Rico,PR,Home Office
6224,Scott Howe,Puerto Rico,PR,Home Office
1432,Nathan Smith,Puerto Rico,PR,Home Office
6169,Mary Smith,Puerto Rico,PR,Home Office
9607,Mary Smith,Puerto Rico,PR,Home Office
8629,Mary Irwin,Puerto Rico,PR,Home Office
6949,Charles Williamson,Puerto Rico,PR,Home Office
9720,Julia Berry,Puerto Rico,PR,Home Office
11796,Mary Wall,Puerto Rico,PR,Home Office
11678,Olivia Smith,Puerto Rico,PR,Home Office
3944,James Smith,Puerto Rico,PR,Home Office
5848,Tammy Sloan,Puerto Rico,PR,Home Office
8967,Donald West,Puerto Rico,PR,Home Office
4223,Betty Rhodes,Puerto Rico,PR,Home Office
3291,Mary Parrish,Puerto Rico,PR,Home Office
8315,Mary Joyce,Puerto Rico,PR,Home Office
2227,Mary Smith,Puerto Rico,PR,Home Office
10202,Mary Wagner,Puerto Rico,PR,Home Office
931,Robert Smith,Puerto Rico,PR,Home Office
11005,Christian Keller,Puerto Rico,PR,Home Office
10595,Mary Smith,Puerto Rico,PR,Home Office
8288,Olivia Herring,Puerto Rico,PR,Consumer
10375,Joan James,Puerto Rico,PR,Consumer
12301,John Smith,Puerto Rico,PR,Consumer
10888,Mary Cline,Puerto Rico,PR,Consumer
113,Patricia Smith,Puerto Rico,PR,Consumer
11124,Mary Bowman,Puerto Rico,PR,Consumer
326,Shirley Stafford,Puerto Rico,PR,Consumer
12090,Mary Smith,Puerto Rico,PR,Consumer
1774,Mary Smith,Puerto Rico,PR,Consumer
10413,Mary Smith,Puerto Rico,PR,Consumer
19811,Darryl Bolton,Puerto Rico,PR,Consumer
20116,Ivana Rocha,Puerto Rico,PR,Consumer
18626,Aphrodite Howe,Puerto Rico,PR,Consumer
19915,Barbara Snider,Puerto Rico,PR,Consumer
15227,Whoopi Velez,Puerto Rico,PR,Consumer
18588,Rhoda Welch,Puerto Rico,PR,Consumer
17239,Lareina Powers,Puerto Rico,PR,Consumer
20219,Jana Clemons,Puerto Rico,PR,Consumer
20055,Minerva Cantrell,Puerto Rico,PR,Consumer
17237,Skyler Joyce,Puerto Rico,PR,Consumer
20072,Jenna Mayer,Puerto Rico,PR,Consumer
18937,Ainsley Obrien,Puerto Rico,PR,Consumer
19799,Kelsie Beard,Puerto Rico,PR,Consumer
20375,Tamekah Oneill,Puerto Rico,PR,Consumer
17787,Inga Phelps,Puerto Rico,PR,Consumer
16119,Farrah Becker,Puerto Rico,PR,Consumer
19831,Raya Nichols,Puerto Rico,PR,Consumer
19939,Quemby Stein,Puerto Rico,PR,Consumer
17803,Abra Carter,Puerto Rico,PR,Consumer
17156,Leigh Cooley,Puerto Rico,PR,Consumer
10119,Sara Parrish,Puerto Rico,PR,Consumer
17309,Blythe Weber,Puerto Rico,PR,Consumer
17504,Azalia Freeman,Puerto Rico,PR,Consumer
3705,Lisa Smith,Puerto Rico,PR,Consumer
56,Mary Kaiser,Puerto Rico,PR,Consumer
20477,Quincy Hubbard,Puerto Rico,PR,Consumer
475,Brittany Gibbs,Puerto Rico,PR,Consumer
16047,Maisie Luna,Puerto Rico,PR,Consumer
10264,Keith Smith,Puerto Rico,PR,Consumer
754,Jacqueline Smith,Puerto Rico,PR,Consumer
10761,David Smith,Puerto Rico,PR,Consumer
17366,Cynthia Higgins,Puerto Rico,PR,Consumer
17311,Kendall Wilkinson,Puerto Rico,PR,Consumer
15347,Rae Bullock,Puerto Rico,PR,Consumer
12191,Michael Torres,Puerto Rico,PR,Consumer
20349,Brenna Le,Puerto Rico,PR,Consumer
7290,Brittany Gray,Puerto Rico,PR,Consumer
2718,Henry Porter,Puerto Rico,PR,Consumer
8193,Mary Smith,Puerto Rico,PR,Consumer
7711,Mary Powell,Puerto Rico,PR,Consumer
2461,Maria Smith,Puerto Rico,PR,Consumer
6529,Aaron Smith,Puerto Rico,PR,Consumer
804,William Dudley,Puerto Rico,PR,Consumer
6733,Dorothy Chung,Puerto Rico,PR,Consumer
7074,Mary Patton,Puerto Rico,PR,Consumer
8053,Mary Dennis,Puerto Rico,PR,Consumer
1113,Mary Smith,Puerto Rico,PR,Consumer
2357,Pamela Mathis,Puerto Rico,PR,Consumer
10880,Mary Petty,Puerto Rico,PR,Consumer
8447,Michael Smith,Puerto Rico,PR,Consumer
8901,Mary Smith,Puerto Rico,PR,Consumer
10700,John Price,Puerto Rico,PR,Consumer
10898,James Knight,Puerto Rico,PR,Consumer
5994,Mary Smith,Puerto Rico,PR,Consumer
6847,Mary Dixon,Puerto Rico,PR,Consumer
7182,Mary Klein,Puerto Rico,PR,Consumer
11504,Mary Smith,Puerto Rico,PR,Consumer
1613,Mary Smith,Puerto Rico,PR,Consumer
